id,trans
154,欢迎回家，尤哥。\n终于...\n你终于回来了呢。
153,嗯?\n 尤哥？
152,尤哥。
151,...
150,除了我们还有人在吗！？
149,是谁...？
148,...
147,...
144,...
143,但是...
142,所以即使来了，\n我的家人也已经不在这了。
141,罗南说，他们认真地为所有\n找到了遗体的牺牲者哀悼了。
140,是这样吗...!
139,从那时离开村子之后...\n我是第一次回来。
138,尤斯缇斯蹲下身，轻轻拂去\n像是腐烂的柱子上的积雪。
137,是吗...是的呢。
136,但是罗南能救下尤斯缇斯，\n真是太好了。
135,维提的事我感到抱歉...
134,但是...\n罗南他们在的吧？
133,即使这样，也希望有谁...\n能来救救他。
132,虽然知道附近只有广袤的森林和雪原，\n并没有其他的村庄...
131,我带着受了重伤的维提\n离开了村子。
130,这样才受了伤...
129,但是...维提为了救我...
128,多亏了他，尤斯缇斯才没有被\n崩塌的仓库压到呢。
127,维提跳起来把我撞走了。
115,嗷呜!!
114,呜哇!?
112,少年刚冲进只剩下一半\n的仓库时，支撑着的柱子\n也到了极限，倒了下来。
111,爸爸！\n有谁...!
106,仓库还...!
105,为什么...\n明明我的家应该是在这里没错...!
104,那里变成了只剩燃烧灰烬的空地。
103,家...不见了...
102,啊...啊...？
96,爸爸！妈妈！
95,少年甚至不能确认尸体的身份\n朝着家的方向走去
94,到处都散布着\n早已不成人形的残骸
93,唔...
92,少年眼前倒在地上的人\n只剩下上半身了。
91,......
90,这是...什么...!?\n村子被...
84,...是他救了我。
83,受了那么重的伤吗...?
82,在转移的路上去世了。
81,他被送到罗南的小队并接受治疗，\n但是受了太重的伤。
78,你也先去了吗？\n留下我一个人...!
75,对不起，对不起维提...\n都是我的错...我
72,他呀...
71,这么说起来，\n你说过曾经照顾过的小狼崽，\n后来怎么样了？
70,......
69,仅存的像是建筑残骸的东西，\n也大部分被厚雪掩埋着。
68,那里是，\n比废墟都更孤寂荒凉的地方。
67,这里就是尤斯缇斯的...
61,这之后的一段时间，谁都没有开口，\n只有众人踏雪的声音在回响。
60,是10岁以前的事情了呢。
59," 尤斯缇斯也有这样小的时候呢。"
58,没什么...我想起也曾像这样\n坚定地追随父亲的足迹。
57,嗯？ 小哥，怎么了？
56,......
55,好的，谢谢你！
54,露莉亚，姬塔，跟在我后面。
53,对不起，\n雪有点深...
52,没事吧？
51,姬塔，谢谢你。
50,露莉亚的脚被雪绊倒，很快啊，在一旁的姬塔扶住了她。
49,哇啊！？
47,尤斯缇斯，那个...
46,......
45,注意到了村子方向来的强光，\n只眼被刺痛的同时赶回了村子
44,尤斯缇斯轻轻触碰\n覆盖右眼的刘海。
43,是啊...即便是现在也有一些后遗症。
42,那是因为之前说到的\n右眼对光敏感的吗？
41,即便离得很远的我\n也感觉眼睛被那光刺疼了。
40,大概是武器启动了把。
39,那时候的声音和光是...
34,呜哇！？
31,诶...?
29,维蒂——\n出来——
23,所以那一天我也一个人进入了森林...
22,那个时候，\n我正在森林里照顾狼的子嗣。
21,武器的实验...
20,但是我的故乡是在反抗的念头都来不及有，\n在一瞬间被破坏的。
19,"「敌人」做事经常绕圈子，\n无端挑起争端之类的。 "
18,啊， 这么说起来...
17,但这和之后确认的「敌人」的做法有很大差别\n我也觉得不可思议。
16,虽然据罗南所说，\n 这恐怕也和「敌人」有关。
15,......
14,是制造“阎魔”的实验\n把我的故乡破坏了。
13,虽然不完全是这样...
12,这么说来，那个叫“阎魔”的兵器，\n把尤斯缇斯的故乡....
11,姬塔一行人，\n拜访了尤斯缇斯故乡的岛屿。
10,尘埃落定后又过了一段时间。
0-synopsis,尘埃落定后又过了一段时间，尤斯缇斯和姬塔一起拜访了故乡的岛屿。 在那里一行人见到了以本该死掉了的尤斯缇斯的弟弟的外形出现的幽世者。 击退幽世者后， 尤斯缇斯向姬塔说起了自己的过去和家族。 最后尤斯缇斯一边回想着过去一边背朝故乡， 和姬塔一起返回了格兰塞法。
0-chapter_name," 过去的幻象"
