id,trans
49,也把卡西乌斯和尤斯提斯\n也强硬的带出来吧！
48,我就知道！\n这样的话，不邀请巴萨拉卡可不行啊！
47,想喝好喝的酒！
46,好啊好啊！\n啊，泽塔是不是在那之后……
41,啊哈哈！\n也邀请伊尔莎小姐一起去吧！
37,好几块叠在一起的烤蛋糕~\n奶油，冰淇淋，蜂蜜~\n还有草莓酱！
36,然后，去买东西吧！\n买衣服，然后吃好吃的东西！
33,赞成！\n真是—浑身都是土，\n头发也打柳了……烦死个人！
32,是啊——……\n首先洗个热水澡！
31,呐贝阿！\n这场战斗结束了的话，\n你想做什么？
28,还能再打八百回合了！
27,当然是……
26,才、才不是累了！\n拿泽塔你又怎么样！？
25,果然还是累了不是吗。
24,露莉亚—！\n谢谢啦！\n稍微恢复一点干劲了！！
17,保护大家！
11,尤、尤格多拉希尔！
10,呜哇啊！？
7,啥！？\n才不是求饶了！
6,怎么了？\n贝阿，求饶了？
5,说是这么说啊—！\n总觉得会打个没完啊！？
4,那家伙虽然会再生或者修补\n但大概，也不是完美的。
3,但是虽然只有一点，\n也确实对它造成伤害了。
2,这家伙，真烦人啊——！！
1,gi……gigi——……！
0-synopsis,受到了一行人攻击的迪亚斯珀拉，为了实行净化作战开始进行充能，同时，卡西乌斯和艾扎克乘坐的小艇也出现在了天空。在这时尤斯提斯到达现场。收到卡西乌斯说会放弃小艇的通信后，尤斯提斯向着迪亚斯珀拉解放了弗拉梅克。
0-chapter_name,终章
